title_id,replication_count,nodes
tt32793125,3,"node_1,node_5,node_6"
tt1087635,2,"node_2,node_4"
tt7596346,2,"node_2,node_3"
tt1902406,3,"node_2,node_4,node_6"
tt20228386,3,"node_4,node_6,node_7"
tt40396508,3,"node_1,node_6,node_9"
tt22188990,3,"node_1,node_4,node_6"
tt1177815,3,"node_2,node_3,node_6"
tt15645148,2,"node_3,node_6"
tt15623216,3,"node_3,node_4,node_6"
tt27431017,2,"node_4,node_6"
tt36708707,2,"node_4,node_6"
tt2949058,3,"node_1,node_3,node_5"
tt10007710,3,"node_1,node_3,node_6"
tt14003140,3,"node_4,node_6,node_9"
tt27513488,2,"node_4,node_7"
tt21077264,2,"node_4,node_6"
tt30416554,3,"node_4,node_5,node_6"
tt31935899,3,"node_1,node_4,node_6"
tt15870874,3,"node_3,node_5,node_6"
tt14256544,3,"node_1,node_3,node_6"
tt9416350,3,"node_3,node_6,node_9"
tt41780243,2,"node_1,node_4"
tt36598186,2,"node_4,node_6"
tt13443062,3,"node_3,node_6,node_8"
tt41404720,3,"node_4,node_6,node_8"
tt29215818,3,"node_3,node_4,node_5"
tt37897306,3,"node_4,node_6,node_7"
tt12348122,3,"node_1,node_3,node_6"
tt1296770,3,"node_1,node_2,node_6"
tt9795036,3,"node_3,node_6,node_9"
tt1239339,3,"node_2,node_3,node_5"
tt15246812,3,"node_1,node_4,node_6"
tt0282713,2,"node_10,node_4"
tt5247752,2,"node_10,node_8"
tt11765104,3,"node_4,node_6,node_7"
tt1565879,3,"node_2,node_6,node_9"
tt1416749,2,"node_2,node_4"
tt26542575,2,"node_4,node_6"
tt2599012,3,"node_1,node_3,node_6"
tt39708924,3,"node_3,node_4,node_6"
tt11177858,3,"node_10,node_3,node_4"
tt37762583,2,"node_4,node_6"
tt43670031,3,"node_1,node_3,node_9"
tt9536604,3,"node_1,node_3,node_6"
tt11075580,2,"node_3,node_6"
tt14250826,3,"node_1,node_10,node_6"
tt1897883,2,"node_1,node_6"
tt30236268,3,"node_1,node_4,node_6"
tt25663308,3,"node_4,node_6,node_8"
tt1004015,3,"node_10,node_2,node_6"
tt40182928,3,"node_2,node_5,node_7"
tt1760497,3,"node_1,node_3,node_6"
tt32013397,3,"node_4,node_6,node_7"
tt5142364,2,"node_3,node_9"
tt12302926,2,"node_4,node_5"
tt3302774,2,"node_6,node_8"
tt7087378,3,"node_3,node_4,node_5"
tt29101523,3,"node_4,node_6,node_7"
tt6833650,2,"node_1,node_3"
tt14488276,3,"node_2,node_4,node_6"
tt38747832,3,"node_3,node_4,node_6"
tt0287646,2,"node_1,node_4"
tt5898050,3,"node_4,node_6,node_9"
tt33338780,2,"node_1,node_6"
tt4795932,3,"node_3,node_4,node_5"
tt7293232,2,"node_4,node_5"
tt2259436,3,"node_3,node_4,node_6"
tt12161346,3,"node_4,node_5,node_6"
tt31227930,2,"node_4,node_6"
tt2525616,2,"node_3,node_6"
tt10637360,3,"node_3,node_6,node_9"
tt30819652,3,"node_4,node_6,node_7"
tt12128068,3,"node_1,node_3,node_5"
tt4137364,2,"node_10,node_9"
tt29930823,3,"node_4,node_5,node_9"
tt1682468,2,"node_2,node_6"
tt28013512,3,"node_2,node_5,node_6"
tt28806640,3,"node_10,node_5,node_6"
tt1746155,2,"node_10,node_2"
tt10471590,3,"node_1,node_3,node_6"
tt12961558,3,"node_1,node_3,node_6"
tt3200160,3,"node_2,node_5,node_6"
tt16294900,3,"node_10,node_6,node_8"
tt27450266,2,"node_4,node_6"
tt10750832,3,"node_1,node_4,node_6"
tt8425332,3,"node_3,node_4,node_9"
tt13711760,3,"node_3,node_4,node_6"
tt34354018,3,"node_3,node_4,node_5"
tt13446342,2,"node_4,node_6"
tt0130872,3,"node_3,node_4,node_5"
tt0828886,3,"node_10,node_2,node_6"
tt39289800,3,"node_3,node_4,node_6"
tt28311773,3,"node_1,node_4,node_6"
tt9258020,3,"node_3,node_4,node_6"
tt5838684,3,"node_3,node_6,node_9"
tt0646425,3,"node_2,node_6,node_9"
tt12862868,3,"node_10,node_3,node_6"
tt32275744,2,"node_4,node_6"
tt27420758,3,"node_10,node_4,node_6"
tt2189516,3,"node_1,node_3,node_6"
tt0873483,3,"node_1,node_2,node_6"
tt27169787,3,"node_3,node_5,node_7"
tt10304844,3,"node_3,node_4,node_6"
tt7403708,2,"node_3,node_6"
tt4811722,3,"node_1,node_6,node_8"
tt0265022,3,"node_2,node_5,node_7"
tt9396092,2,"node_3,node_6"
tt9046252,3,"node_1,node_3,node_6"
tt11319990,3,"node_2,node_3,node_6"
tt32149413,2,"node_3,node_5"
tt39988869,3,"node_1,node_4,node_5"
tt14102128,3,"node_2,node_3,node_8"
tt6876706,3,"node_1,node_4,node_6"
tt9717082,2,"node_3,node_6"
tt10871016,3,"node_3,node_4,node_6"
